OBJECTID	src_FID	nbr_FID	LENGTH	NODE_COUNT
2576	341	342	100	0
2578	341	371	100	0
2581	342	312	100	0
2583	342	341	100	0
2584	342	343	100	0
2586	342	372	100	0
2589	343	313	100	0
2591	343	342	100	0
2592	343	344	100	0
2594	343	373	100	0
2597	344	314	100	0
2599	344	343	100	0
2600	344	345	100	0
2602	344	374	100	0
2605	345	315	100	0
2607	345	344	100	0
2608	345	346	100	0
2610	345	375	100	0
2613	346	316	100	0
2615	346	345	100	0
2616	346	347	100	0
2618	346	376	100	0
2621	347	317	100	0
2623	347	346	100	0
2624	347	348	100	0
2626	347	377	100	0
2629	348	318	100	0
2631	348	347	100	0
2632	348	349	100	0
2634	348	378	100	0
2637	349	319	100	0
2639	349	348	100	0
2640	349	350	100	0
2642	349	379	100	0
2645	350	320	100	0
2647	350	349	100	0
2648	350	351	100	0
2650	350	380	100	0
2653	351	321	100	0
2655	351	350	100	0
2656	351	352	100	0
2658	351	381	100	0
2661	352	322	100	0
2663	352	351	100	0
2664	352	353	100	0
2666	352	382	100	0
2669	353	323	100	0
2671	353	352	100	0
2672	353	354	100	0
2674	353	383	100	0
2677	354	324	100	0
2679	354	353	100	0
2680	354	355	100	0
2682	354	384	100	0
2685	355	325	100	0
2687	355	354	100	0
2688	355	356	100	0
2690	355	385	100	0
2693	356	326	100	0
2695	356	355	100	0
2696	356	357	100	0
2698	356	386	100	0
2701	357	327	100	0
2703	357	356	100	0
2704	357	358	100	0
2706	357	387	100	0
2709	358	328	100	0
2711	358	357	100	0
2712	358	359	100	0
2714	358	388	100	0
2717	359	329	100	0
2718	359	358	100	0
2720	359	389	100	0
2721	360	330	100	0
2723	360	361	100	0
2724	360	390	100	0
2727	361	331	100	0
2729	361	360	100	0
2730	361	362	100	0
2732	361	391	100	0
2735	362	332	100	0
2737	362	361	100	0
2738	362	363	100	0
2740	362	392	100	0
2743	363	333	100	0
2745	363	362	100	0
2746	363	364	100	0
2748	363	393	100	0
2751	364	334	100	0
2753	364	363	100	0
2754	364	365	100	0
2756	364	394	100	0
2759	365	335	100	0
2761	365	364	100	0
2762	365	366	100	0
2764	365	395	100	0
2767	366	336	100	0
2769	366	365	100	0
2770	366	367	100	0
2772	366	396	100	0
2775	367	337	100	0
2777	367	366	100	0
2778	367	368	100	0
2780	367	397	100	0
2783	368	338	100	0
2785	368	367	100	0
2786	368	369	100	0
2788	368	398	100	0
2791	369	339	100	0
2793	369	368	100	0
2794	369	370	100	0
2796	369	399	100	0
2799	370	340	100	0
2801	370	369	100	0
2802	370	371	100	0
2804	370	400	100	0
2807	371	341	100	0
2809	371	370	100	0
2810	371	372	100	0
2812	371	401	100	0
2815	372	342	100	0
2817	372	371	100	0
2818	372	373	100	0
2820	372	402	100	0
2823	373	343	100	0
2825	373	372	100	0
2826	373	374	100	0
2828	373	403	100	0
2831	374	344	100	0
2833	374	373	100	0
2834	374	375	100	0
2836	374	404	100	0
2839	375	345	100	0
2841	375	374	100	0
2842	375	376	100	0
2844	375	405	100	0
2847	376	346	100	0
2849	376	375	100	0
2850	376	377	100	0
2852	376	406	100	0
2855	377	347	100	0
2857	377	376	100	0
2858	377	378	100	0
2860	377	407	100	0
2863	378	348	100	0
2865	378	377	100	0
2866	378	379	100	0
2868	378	408	100	0
2871	379	349	100	0
2873	379	378	100	0
2874	379	380	100	0
2876	379	409	100	0
2879	380	350	100	0
2881	380	379	100	0
2882	380	381	100	0
2884	380	410	100	0
2887	381	351	100	0
2889	381	380	100	0
2890	381	382	100	0
2892	381	411	100	0
2895	382	352	100	0
2897	382	381	100	0
2898	382	383	100	0
2900	382	412	100	0
2903	383	353	100	0
2905	383	382	100	0
2906	383	384	100	0
2908	383	413	100	0
2911	384	354	100	0
2913	384	383	100	0
2914	384	385	100	0
2916	384	414	100	0
2919	385	355	100	0
2921	385	384	100	0
2922	385	386	100	0
2924	385	415	100	0
2927	386	356	100	0
2929	386	385	100	0
2930	386	387	100	0
2932	386	416	100	0
2935	387	357	100	0
2937	387	386	100	0
2938	387	388	100	0
2940	387	417	100	0
2943	388	358	100	0
2945	388	387	100	0
2946	388	389	100	0
2948	388	418	100	0
2951	389	359	100	0
2952	389	388	100	0
2954	389	419	100	0
2955	390	360	100	0
2957	390	391	100	0
2958	390	420	100	0
2961	391	361	100	0
2963	391	390	100	0
2964	391	392	100	0
2966	391	421	100	0
2969	392	362	100	0
2971	392	391	100	0
2972	392	393	100	0
2974	392	422	100	0
2977	393	363	100	0
2979	393	392	100	0
2980	393	394	100	0
2982	393	423	100	0
2985	394	364	100	0
2987	394	393	100	0
2988	394	395	100	0
2990	394	424	100	0
2993	395	365	100	0
2995	395	394	100	0
2996	395	396	100	0
2998	395	425	100	0
3001	396	366	100	0
3003	396	395	100	0
3004	396	397	100	0
3006	396	426	100	0
3009	397	367	100	0
3011	397	396	100	0
3012	397	398	100	0
3014	397	427	100	0
3017	398	368	100	0
3019	398	397	100	0
3020	398	399	100	0
3022	398	428	100	0
3025	399	369	100	0
3027	399	398	100	0
3028	399	400	100	0
3030	399	429	100	0
3033	400	370	100	0
3035	400	399	100	0
3036	400	401	100	0
3038	400	430	100	0
3041	401	371	100	0
3043	401	400	100	0
3044	401	402	100	0
3046	401	431	100	0
3049	402	372	100	0
3051	402	401	100	0
3052	402	403	100	0
3054	402	432	100	0
3057	403	373	100	0
3059	403	402	100	0
3060	403	404	100	0
3062	403	433	100	0
3065	404	374	100	0
3067	404	403	100	0
3068	404	405	100	0
3070	404	434	100	0
3073	405	375	100	0
3075	405	404	100	0
3076	405	406	100	0
3078	405	435	100	0
3081	406	376	100	0
3083	406	405	100	0
3084	406	407	100	0
3086	406	436	100	0
3089	407	377	100	0
3091	407	406	100	0
3092	407	408	100	0
3094	407	437	100	0
3097	408	378	100	0
3099	408	407	100	0
3100	408	409	100	0
3102	408	438	100	0
3105	409	379	100	0
3107	409	408	100	0
3108	409	410	100	0
3110	409	439	100	0
3113	410	380	100	0
3115	410	409	100	0
3116	410	411	100	0
3118	410	440	100	0
3121	411	381	100	0
3123	411	410	100	0
3124	411	412	100	0
3126	411	441	100	0
3129	412	382	100	0
3131	412	411	100	0
3132	412	413	100	0
3134	412	442	100	0
3137	413	383	100	0
3139	413	412	100	0
3140	413	414	100	0
3142	413	443	100	0
3145	414	384	100	0
3147	414	413	100	0
3148	414	415	100	0
3150	414	444	100	0
3153	415	385	100	0
3155	415	414	100	0
3156	415	416	100	0
3158	415	445	100	0
3161	416	386	100	0
3163	416	415	100	0
3164	416	417	100	0
3166	416	446	100	0
3169	417	387	100	0
3171	417	416	100	0
3172	417	418	100	0
3174	417	447	100	0
3177	418	388	100	0
3179	418	417	100	0
3180	418	419	100	0
3182	418	448	100	0
3185	419	389	100	0
3186	419	418	100	0
3188	419	449	100	0
3189	420	390	100	0
3191	420	421	100	0
3192	420	450	100	0
3195	421	391	100	0
3197	421	420	100	0
3198	421	422	100	0
3200	421	451	100	0
3203	422	392	100	0
3205	422	421	100	0
3206	422	423	100	0
3208	422	452	100	0
3211	423	393	100	0
3213	423	422	100	0
3214	423	424	100	0
3216	423	453	100	0
3219	424	394	100	0
3221	424	423	100	0
3222	424	425	100	0
3224	424	454	100	0
3227	425	395	100	0
3229	425	424	100	0
3230	425	426	100	0
3232	425	455	100	0
3235	426	396	100	0
3237	426	425	100	0
3238	426	427	100	0
3240	426	456	100	0
3243	427	397	100	0
3245	427	426	100	0
3246	427	428	100	0
3248	427	457	100	0
3251	428	398	100	0
3253	428	427	100	0
3254	428	429	100	0
3256	428	458	100	0
3259	429	399	100	0
3261	429	428	100	0
3262	429	430	100	0
3264	429	459	100	0
3267	430	400	100	0
3269	430	429	100	0
3270	430	431	100	0
3272	430	460	100	0
3275	431	401	100	0
3277	431	430	100	0
3278	431	432	100	0
3280	431	461	100	0
3283	432	402	100	0
3285	432	431	100	0
3286	432	433	100	0
3288	432	462	100	0
3291	433	403	100	0
3293	433	432	100	0
3294	433	434	100	0
3296	433	463	100	0
3299	434	404	100	0
3301	434	433	100	0
3302	434	435	100	0
3304	434	464	100	0
3307	435	405	100	0
3309	435	434	100	0
3310	435	436	100	0
3312	435	465	100	0
3315	436	406	100	0
3317	436	435	100	0
3318	436	437	100	0
3320	436	466	100	0
3323	437	407	100	0
3325	437	436	100	0
3326	437	438	100	0
3328	437	467	100	0
3331	438	408	100	0
3333	438	437	100	0
3334	438	439	100	0
3336	438	468	100	0
3339	439	409	100	0
3341	439	438	100	0
3342	439	440	100	0
3344	439	469	100	0
3347	440	410	100	0
3349	440	439	100	0
3350	440	441	100	0
3352	440	470	100	0
3355	441	411	100	0
3357	441	440	100	0
3358	441	442	100	0
3360	441	471	100	0
3363	442	412	100	0
3365	442	441	100	0
3366	442	443	100	0
3368	442	472	100	0
3371	443	413	100	0
3373	443	442	100	0
3374	443	444	100	0
3376	443	473	100	0
3379	444	414	100	0
3381	444	443	100	0
3382	444	445	100	0
3384	444	474	100	0
3387	445	415	100	0
3389	445	444	100	0
3390	445	446	100	0
3392	445	475	100	0
3395	446	416	100	0
3397	446	445	100	0
3398	446	447	100	0
3400	446	476	100	0
3403	447	417	100	0
3405	447	446	100	0
3406	447	448	100	0
3408	447	477	100	0
3411	448	418	100	0
3413	448	447	100	0
3414	448	449	100	0
3416	448	478	100	0
3419	449	419	100	0
3420	449	448	100	0
3422	449	479	100	0
3423	450	420	100	0
3425	450	451	100	0
3426	450	480	100	0
3429	451	421	100	0
3431	451	450	100	0
3432	451	452	100	0
3434	451	481	100	0
3437	452	422	100	0
3439	452	451	100	0
3440	452	453	100	0
3442	452	482	100	0
3445	453	423	100	0
3447	453	452	100	0
3448	453	454	100	0
3450	453	483	100	0
3453	454	424	100	0
3455	454	453	100	0
3456	454	455	100	0
3458	454	484	100	0
3461	455	425	100	0
3463	455	454	100	0
3464	455	456	100	0
3466	455	485	100	0
3469	456	426	100	0
3471	456	455	100	0
3472	456	457	100	0
3474	456	486	100	0
3477	457	427	100	0
3479	457	456	100	0
3480	457	458	100	0
3482	457	487	100	0
3485	458	428	100	0
3487	458	457	100	0
3488	458	459	100	0
3490	458	488	100	0
3493	459	429	100	0
3495	459	458	100	0
3496	459	460	100	0
3498	459	489	100	0
3501	460	430	100	0
3503	460	459	100	0
3504	460	461	100	0
3506	460	490	100	0
3509	461	431	100	0
3511	461	460	100	0
3512	461	462	100	0
3514	461	491	100	0
3517	462	432	100	0
3519	462	461	100	0
3520	462	463	100	0
3522	462	492	100	0
3525	463	433	100	0
3527	463	462	100	0
3528	463	464	100	0
3530	463	493	100	0
3533	464	434	100	0
3535	464	463	100	0
3536	464	465	100	0
3538	464	494	100	0
3541	465	435	100	0
3543	465	464	100	0
3544	465	466	100	0
3546	465	495	100	0
3549	466	436	100	0
3551	466	465	100	0
3552	466	467	100	0
3554	466	496	100	0
3557	467	437	100	0
3559	467	466	100	0
3560	467	468	100	0
3562	467	497	100	0
3565	468	438	100	0
3567	468	467	100	0
3568	468	469	100	0
3570	468	498	100	0
3573	469	439	100	0
3575	469	468	100	0
3576	469	470	100	0
3578	469	499	100	0
3581	470	440	100	0
3583	470	469	100	0
3584	470	471	100	0
3586	470	500	100	0
3589	471	441	100	0
3591	471	470	100	0
3592	471	472	100	0
3594	471	501	100	0
3597	472	442	100	0
3599	472	471	100	0
3600	472	473	100	0
3602	472	502	100	0
3605	473	443	100	0
3607	473	472	100	0
3608	473	474	100	0
3610	473	503	100	0
3613	474	444	100	0
3615	474	473	100	0
3616	474	475	100	0
3618	474	504	100	0
3621	475	445	100	0
3623	475	474	100	0
3624	475	476	100	0
3626	475	505	100	0
3629	476	446	100	0
3631	476	475	100	0
3632	476	477	100	0
3634	476	506	100	0
3637	477	447	100	0
3639	477	476	100	0
3640	477	478	100	0
3642	477	507	100	0
3645	478	448	100	0
3647	478	477	100	0
3648	478	479	100	0
3650	478	508	100	0
3653	479	449	100	0
3654	479	478	100	0
3656	479	509	100	0
3657	480	450	100	0
3659	480	481	100	0
3660	480	510	100	0
3663	481	451	100	0
3665	481	480	100	0
3666	481	482	100	0
3668	481	511	100	0
3671	482	452	100	0
3673	482	481	100	0
3674	482	483	100	0
3676	482	512	100	0
3679	483	453	100	0
3681	483	482	100	0
3682	483	484	100	0
3684	483	513	100	0
3687	484	454	100	0
3689	484	483	100	0
3690	484	485	100	0
3692	484	514	100	0
3695	485	455	100	0
3697	485	484	100	0
3698	485	486	100	0
3700	485	515	100	0
3703	486	456	100	0
3705	486	485	100	0
3706	486	487	100	0
3708	486	516	100	0
3711	487	457	100	0
3713	487	486	100	0
3714	487	488	100	0
3716	487	517	100	0
3719	488	458	100	0
3721	488	487	100	0
3722	488	489	100	0
3724	488	518	100	0
3727	489	459	100	0
3729	489	488	100	0
3730	489	490	100	0
3732	489	519	100	0
3735	490	460	100	0
3737	490	489	100	0
3738	490	491	100	0
3740	490	520	100	0
3743	491	461	100	0
3745	491	490	100	0
3746	491	492	100	0
3748	491	521	100	0
3751	492	462	100	0
3753	492	491	100	0
3754	492	493	100	0
3756	492	522	100	0
3759	493	463	100	0
3761	493	492	100	0
3762	493	494	100	0
3764	493	523	100	0
3767	494	464	100	0
3769	494	493	100	0
3770	494	495	100	0
3772	494	524	100	0
3775	495	465	100	0
3777	495	494	100	0
3778	495	496	100	0
3780	495	525	100	0
3783	496	466	100	0
3785	496	495	100	0
3786	496	497	100	0
3788	496	526	100	0
3791	497	467	100	0
3793	497	496	100	0
3794	497	498	100	0
3796	497	527	100	0
3799	498	468	100	0
3801	498	497	100	0
3802	498	499	100	0
3804	498	528	100	0
3807	499	469	100	0
3809	499	498	100	0
3810	499	500	100	0
3812	499	529	100	0
3815	500	470	100	0
3817	500	499	100	0
3818	500	501	100	0
3820	500	530	100	0
3823	501	471	100	0
3825	501	500	100	0
3826	501	502	100	0
3828	501	531	100	0
3831	502	472	100	0
3833	502	501	100	0
3834	502	503	100	0
3836	502	532	100	0
3839	503	473	100	0
3841	503	502	100	0
3842	503	504	100	0
3844	503	533	100	0
3847	504	474	100	0
3849	504	503	100	0
3850	504	505	100	0
3852	504	534	100	0
3855	505	475	100	0
3857	505	504	100	0
3858	505	506	100	0
3860	505	535	100	0
3863	506	476	100	0
3865	506	505	100	0
3866	506	507	100	0
3868	506	536	100	0
3871	507	477	100	0
3873	507	506	100	0
3874	507	508	100	0
3876	507	537	100	0
3879	508	478	100	0
3881	508	507	100	0
3882	508	509	100	0
3884	508	538	100	0
3887	509	479	100	0
3888	509	508	100	0
3890	509	539	100	0
3891	510	480	100	0
3893	510	511	100	0
3894	510	540	100	0
3897	511	481	100	0
3899	511	510	100	0
3900	511	512	100	0
3902	511	541	100	0
3905	512	482	100	0
3907	512	511	100	0
3908	512	513	100	0
3910	512	542	100	0
3913	513	483	100	0
3915	513	512	100	0
3916	513	514	100	0
3918	513	543	100	0
3921	514	484	100	0
3923	514	513	100	0
3924	514	515	100	0
3926	514	544	100	0
3929	515	485	100	0
3931	515	514	100	0
3932	515	516	100	0
3934	515	545	100	0
3937	516	486	100	0
3939	516	515	100	0
3940	516	517	100	0
3942	516	546	100	0
3945	517	487	100	0
3947	517	516	100	0
3948	517	518	100	0
3950	517	547	100	0
3953	518	488	100	0
3955	518	517	100	0
3956	518	519	100	0
3958	518	548	100	0
3961	519	489	100	0
3963	519	518	100	0
3964	519	520	100	0
3966	519	549	100	0
3969	520	490	100	0
3971	520	519	100	0
3972	520	521	100	0
3974	520	550	100	0
3977	521	491	100	0
3979	521	520	100	0
3980	521	522	100	0
3982	521	551	100	0
3985	522	492	100	0
3987	522	521	100	0
3988	522	523	100	0
3990	522	552	100	0
3993	523	493	100	0
3995	523	522	100	0
3996	523	524	100	0
3998	523	553	100	0
4001	524	494	100	0
4003	524	523	100	0
4004	524	525	100	0
4006	524	554	100	0
4009	525	495	100	0
4011	525	524	100	0
4012	525	526	100	0
4014	525	555	100	0
4017	526	496	100	0
4019	526	525	100	0
4020	526	527	100	0
4022	526	556	100	0
4025	527	497	100	0
4027	527	526	100	0
4028	527	528	100	0
4030	527	557	100	0
4033	528	498	100	0
4035	528	527	100	0
4036	528	529	100	0
4038	528	558	100	0
4041	529	499	100	0
4043	529	528	100	0
4044	529	530	100	0
4046	529	559	100	0
4049	530	500	100	0
4051	530	529	100	0
4052	530	531	100	0
4054	530	560	100	0
4057	531	501	100	0
4059	531	530	100	0
4060	531	532	100	0
4062	531	561	100	0
4065	532	502	100	0
4067	532	531	100	0
4068	532	533	100	0
4070	532	562	100	0
4073	533	503	100	0
4075	533	532	100	0
4076	533	534	100	0
4078	533	563	100	0
4081	534	504	100	0
4083	534	533	100	0
4084	534	535	100	0
4086	534	564	100	0
4089	535	505	100	0
4091	535	534	100	0
4092	535	536	100	0
4094	535	565	100	0
4097	536	506	100	0
4099	536	535	100	0
4100	536	537	100	0
4102	536	566	100	0
4105	537	507	100	0
4107	537	536	100	0
4108	537	538	100	0
4110	537	567	100	0
4113	538	508	100	0
4115	538	537	100	0
4116	538	539	100	0
4118	538	568	100	0
4121	539	509	100	0
4122	539	538	100	0
4124	539	569	100	0
4125	540	510	100	0
4127	540	541	100	0
4128	540	570	100	0
4131	541	511	100	0
4133	541	540	100	0
4134	541	542	100	0
4136	541	571	100	0
4139	542	512	100	0
4141	542	541	100	0
4142	542	543	100	0
4144	542	572	100	0
4147	543	513	100	0
4149	543	542	100	0
4150	543	544	100	0
4152	543	573	100	0
4155	544	514	100	0
4157	544	543	100	0
4158	544	545	100	0
4160	544	574	100	0
4163	545	515	100	0
4165	545	544	100	0
4166	545	546	100	0
4168	545	575	100	0
4171	546	516	100	0
4173	546	545	100	0
4174	546	547	100	0
4176	546	576	100	0
4179	547	517	100	0
4181	547	546	100	0
4182	547	548	100	0
4184	547	577	100	0
4187	548	518	100	0
4189	548	547	100	0
4190	548	549	100	0
4192	548	578	100	0
4195	549	519	100	0
4197	549	548	100	0
4198	549	550	100	0
4200	549	579	100	0
4203	550	520	100	0
4205	550	549	100	0
4206	550	551	100	0
4208	550	580	100	0
4211	551	521	100	0
4213	551	550	100	0
4214	551	552	100	0
4216	551	581	100	0
4219	552	522	100	0
4221	552	551	100	0
4222	552	553	100	0
4224	552	582	100	0
4227	553	523	100	0
4229	553	552	100	0
4230	553	554	100	0
4232	553	583	100	0
4235	554	524	100	0
4237	554	553	100	0
4238	554	555	100	0
4240	554	584	100	0
4243	555	525	100	0
4245	555	554	100	0
4246	555	556	100	0
4248	555	585	100	0
4251	556	526	100	0
4253	556	555	100	0
4254	556	557	100	0
4256	556	586	100	0
4259	557	527	100	0
4261	557	556	100	0
4262	557	558	100	0
4264	557	587	100	0
4267	558	528	100	0
4269	558	557	100	0
4270	558	559	100	0
4272	558	588	100	0
4275	559	529	100	0
4277	559	558	100	0
4278	559	560	100	0
4280	559	589	100	0
4283	560	530	100	0
4285	560	559	100	0
4286	560	561	100	0
4288	560	590	100	0
4291	561	531	100	0
4293	561	560	100	0
4294	561	562	100	0
4296	561	591	100	0
4299	562	532	100	0
4301	562	561	100	0
4302	562	563	100	0
4304	562	592	100	0
4307	563	533	100	0
4309	563	562	100	0
4310	563	564	100	0
4312	563	593	100	0
4315	564	534	100	0
4317	564	563	100	0
4318	564	565	100	0
4320	564	594	100	0
4323	565	535	100	0
4325	565	564	100	0
4326	565	566	100	0
4328	565	595	100	0
4331	566	536	100	0
4333	566	565	100	0
4334	566	567	100	0
4336	566	596	100	0
4339	567	537	100	0
4341	567	566	100	0
4342	567	568	100	0
4344	567	597	100	0
4347	568	538	100	0
4349	568	567	100	0
4350	568	569	100	0
4352	568	598	100	0
4355	569	539	100	0
4356	569	568	100	0
4358	569	599	100	0
4359	570	540	100	0
4361	570	571	100	0
4362	570	600	100	0
4365	571	541	100	0
4367	571	570	100	0
4368	571	572	100	0
4370	571	601	100	0
4373	572	542	100	0
4375	572	571	100	0
4376	572	573	100	0
4378	572	602	100	0
4381	573	543	100	0
4383	573	572	100	0
4384	573	574	100	0
4386	573	603	100	0
4389	574	544	100	0
4391	574	573	100	0
4392	574	575	100	0
4394	574	604	100	0
4397	575	545	100	0
4399	575	574	100	0
4400	575	576	100	0
4402	575	605	100	0
4405	576	546	100	0
4407	576	575	100	0
4408	576	577	100	0
4410	576	606	100	0
4413	577	547	100	0
4415	577	576	100	0
4416	577	578	100	0
4418	577	607	100	0
4421	578	548	100	0
4423	578	577	100	0
4424	578	579	100	0
4426	578	608	100	0
4429	579	549	100	0
4431	579	578	100	0
4432	579	580	100	0
4434	579	609	100	0
4437	580	550	100	0
4439	580	579	100	0
4440	580	581	100	0
4442	580	610	100	0
4445	581	551	100	0
4447	581	580	100	0
4448	581	582	100	0
4450	581	611	100	0
4453	582	552	100	0
4455	582	581	100	0
4456	582	583	100	0
4458	582	612	100	0
4461	583	553	100	0
4463	583	582	100	0
4464	583	584	100	0
4466	583	613	100	0
4469	584	554	100	0
4471	584	583	100	0
4472	584	585	100	0
4474	584	614	100	0
4477	585	555	100	0
4479	585	584	100	0
4480	585	586	100	0
4482	585	615	100	0
4485	586	556	100	0
4487	586	585	100	0
4488	586	587	100	0
4490	586	616	100	0
4493	587	557	100	0
4495	587	586	100	0
4496	587	588	100	0
4498	587	617	100	0
4501	588	558	100	0
4503	588	587	100	0
4504	588	589	100	0
4506	588	618	100	0
4509	589	559	100	0
4511	589	588	100	0
4512	589	590	100	0
4514	589	619	100	0
4517	590	560	100	0
4519	590	589	100	0
4520	590	591	100	0
4522	590	620	100	0
4525	591	561	100	0
4527	591	590	100	0
4528	591	592	100	0
4530	591	621	100	0
4533	592	562	100	0
4535	592	591	100	0
4536	592	593	100	0
4538	592	622	100	0
4541	593	563	100	0
4543	593	592	100	0
4544	593	594	100	0
4546	593	623	100	0
4549	594	564	100	0
4551	594	593	100	0
4552	594	595	100	0
4554	594	624	100	0
4557	595	565	100	0
4559	595	594	100	0
4560	595	596	100	0
4562	595	625	100	0
4565	596	566	100	0
4567	596	595	100	0
4568	596	597	100	0
4570	596	626	100	0
4573	597	567	100	0
4575	597	596	100	0
4576	597	598	100	0
4578	597	627	100	0
4581	598	568	100	0
4583	598	597	100	0
4584	598	599	100	0
4586	598	628	100	0
4589	599	569	100	0
4590	599	598	100	0
4592	599	629	100	0
4593	600	570	100	0
4595	600	601	100	0
4596	600	630	100	0
4599	601	571	100	0
4601	601	600	100	0
4602	601	602	100	0
4604	601	631	100	0
4607	602	572	100	0
4609	602	601	100	0
4610	602	603	100	0
4612	602	632	100	0
4615	603	573	100	0
4617	603	602	100	0
4618	603	604	100	0
4620	603	633	100	0
4623	604	574	100	0
4625	604	603	100	0
4626	604	605	100	0
4628	604	634	100	0
4631	605	575	100	0
4633	605	604	100	0
4634	605	606	100	0
4636	605	635	100	0
4639	606	576	100	0
4641	606	605	100	0
4642	606	607	100	0
4644	606	636	100	0
4647	607	577	100	0
4649	607	606	100	0
4650	607	608	100	0
4652	607	637	100	0
4655	608	578	100	0
4657	608	607	100	0
4658	608	609	100	0
4660	608	638	100	0
4663	609	579	100	0
4665	609	608	100	0
4666	609	610	100	0
4668	609	639	100	0
4671	610	580	100	0
4673	610	609	100	0
4674	610	611	100	0
4676	610	640	100	0
4679	611	581	100	0
4681	611	610	100	0
4682	611	612	100	0
4684	611	641	100	0
4687	612	582	100	0
4689	612	611	100	0
4690	612	613	100	0
4692	612	642	100	0
4695	613	583	100	0
4697	613	612	100	0
4698	613	614	100	0
4700	613	643	100	0
4703	614	584	100	0
4705	614	613	100	0
4706	614	615	100	0
4708	614	644	100	0
4711	615	585	100	0
4713	615	614	100	0
4714	615	616	100	0
4716	615	645	100	0
4719	616	586	100	0
4721	616	615	100	0
4722	616	617	100	0
4724	616	646	100	0
4727	617	587	100	0
4729	617	616	100	0
4730	617	618	100	0
4732	617	647	100	0
4735	618	588	100	0
4737	618	617	100	0
4738	618	619	100	0
4740	618	648	100	0
4743	619	589	100	0
4745	619	618	100	0
4746	619	620	100	0
4748	619	649	100	0
4751	620	590	100	0
4753	620	619	100	0
4754	620	621	100	0
4756	620	650	100	0
4759	621	591	100	0
4761	621	620	100	0
4762	621	622	100	0
4764	621	651	100	0
4767	622	592	100	0
4769	622	621	100	0
4770	622	623	100	0
4772	622	652	100	0
4775	623	593	100	0
4777	623	622	100	0
4778	623	624	100	0
4780	623	653	100	0
4783	624	594	100	0
4785	624	623	100	0
4786	624	625	100	0
4788	624	654	100	0
4791	625	595	100	0
4793	625	624	100	0
4794	625	626	100	0
4796	625	655	100	0
4799	626	596	100	0
4801	626	625	100	0
4802	626	627	100	0
4804	626	656	100	0
4807	627	597	100	0
4809	627	626	100	0
4810	627	628	100	0
4812	627	657	100	0
4815	628	598	100	0
4817	628	627	100	0
4818	628	629	100	0
4820	628	658	100	0
4823	629	599	100	0
4824	629	628	100	0
4826	629	659	100	0
4827	630	600	100	0
4829	630	631	100	0
4830	630	660	100	0
4833	631	601	100	0
4835	631	630	100	0
4836	631	632	100	0
4838	631	661	100	0
4841	632	602	100	0
4843	632	631	100	0
4844	632	633	100	0
4846	632	662	100	0
4849	633	603	100	0
4851	633	632	100	0
4852	633	634	100	0
4854	633	663	100	0
4857	634	604	100	0
4859	634	633	100	0
4860	634	635	100	0
4862	634	664	100	0
4865	635	605	100	0
4867	635	634	100	0
4868	635	636	100	0
4870	635	665	100	0
4873	636	606	100	0
4875	636	635	100	0
4876	636	637	100	0
4878	636	666	100	0
4881	637	607	100	0
4883	637	636	100	0
4884	637	638	100	0
4886	637	667	100	0
4889	638	608	100	0
4891	638	637	100	0
4892	638	639	100	0
4894	638	668	100	0
4897	639	609	100	0
4899	639	638	100	0
4900	639	640	100	0
4902	639	669	100	0
4905	640	610	100	0
4907	640	639	100	0
4908	640	641	100	0
4910	640	670	100	0
4913	641	611	100	0
4915	641	640	100	0
4916	641	642	100	0
4918	641	671	100	0
4921	642	612	100	0
4923	642	641	100	0
4924	642	643	100	0
4926	642	672	100	0
4929	643	613	100	0
4931	643	642	100	0
4932	643	644	100	0
4934	643	673	100	0
4937	644	614	100	0
4939	644	643	100	0
4940	644	645	100	0
4942	644	674	100	0
4945	645	615	100	0
4947	645	644	100	0
4948	645	646	100	0
4950	645	675	100	0
4953	646	616	100	0
4955	646	645	100	0
4956	646	647	100	0
4958	646	676	100	0
4961	647	617	100	0
4963	647	646	100	0
4964	647	648	100	0
4966	647	677	100	0
4969	648	618	100	0
4971	648	647	100	0
4972	648	649	100	0
4974	648	678	100	0
4977	649	619	100	0
4979	649	648	100	0
4980	649	650	100	0
4982	649	679	100	0
4985	650	620	100	0
4987	650	649	100	0
4988	650	651	100	0
4990	650	680	100	0
4993	651	621	100	0
4995	651	650	100	0
4996	651	652	100	0
4998	651	681	100	0
5001	652	622	100	0
5003	652	651	100	0
5004	652	653	100	0
5006	652	682	100	0
5009	653	623	100	0
5011	653	652	100	0
5012	653	654	100	0
5014	653	683	100	0
5017	654	624	100	0
5019	654	653	100	0
5020	654	655	100	0
5022	654	684	100	0
5025	655	625	100	0
5027	655	654	100	0
5028	655	656	100	0
5030	655	685	100	0
5033	656	626	100	0
5035	656	655	100	0
5036	656	657	100	0
5038	656	686	100	0
5041	657	627	100	0
5043	657	656	100	0
5044	657	658	100	0
5046	657	687	100	0
5049	658	628	100	0
5051	658	657	100	0
5052	658	659	100	0
5054	658	688	100	0
5057	659	629	100	0
5058	659	658	100	0
5060	659	689	100	0
5061	660	630	100	0
5063	660	661	100	0
5064	660	690	100	0
5067	661	631	100	0
5069	661	660	100	0
5070	661	662	100	0
5072	661	691	100	0
5075	662	632	100	0
5077	662	661	100	0
5078	662	663	100	0
5080	662	692	100	0
5083	663	633	100	0
5085	663	662	100	0
5086	663	664	100	0
5088	663	693	100	0
5091	664	634	100	0
